software;mouseReMoCo;;;screenHeight 995;centerX 953;centerY 497;autoStart 3600;cycleMaxNumber 6;cycleDuration 20;borderColor java.awt.Color[r=255,g=255,b=255];textColor java.awt.Color[r=255,g=255,b=255];backgroundColor java.awt.Color[r=0,g=0,b=0];cursorColorRecord java.awt.Color[r=255,g=0,b=0];cursorColorWait java.awt.Color[r=255,g=255,b=0];task circular;cornerX 536;cornerY 80;externalRadius 417;internalRadius 337;borderRadius 1;cursorRadius 16;indexOfDifficulty 50.33232485432158;taskRadius 376.5;taskTolerance 47
01/12/2025;16:16:42.378;100;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
timestamp;mouseX;mouseY;mouseInTarget;;;;;;;;;;;;;;;;;;;;;
1764602381415;904;840;0;;;;;;;;;;;;;;;;;;;;;
1764602381421;907;841;0;;;;;;;;;;;;;;;;;;;;;
1764602381429;910;842;0;;;;;;;;;;;;;;;;;;;;;
1764602381437;914;843;0;;;;;;;;;;;;;;;;;;;;;
1764602381444;919;845;0;;;;;;;;;;;;;;;;;;;;;
1764602381452;922;845;0;;;;;;;;;;;;;;;;;;;;;
1764602381458;926;846;0;;;;;;;;;;;;;;;;;;;;;
1764602381465;931;848;0;;;;;;;;;;;;;;;;;;;;;
1764602381471;937;849;0;;;;;;;;;;;;;;;;;;;;;
1764602381480;941;850;1;;;;;;;;;;;;;;;;;;;;;
1764602381487;947;851;1;;;;;;;;;;;;;;;;;;;;;
1764602381494;951;851;1;;;;;;;;;;;;;;;;;;;;;
1764602381501;956;852;1;;;;;;;;;;;;;;;;;;;;;
1764602381509;962;852;1;;;;;;;;;;;;;;;;;;;;;
1764602381515;968;852;1;;;;;;;;;;;;;;;;;;;;;
1764602381522;974;852;1;;;;;;;;;;;;;;;;;;;;;
1764602381530;979;853;1;;;;;;;;;;;;;;;;;;;;;
1764602381537;984;853;1;;;;;;;;;;;;;;;;;;;;;
1764602381544;989;854;1;;;;;;;;;;;;;;;;;;;;;
1764602381550;992;854;1;;;;;;;;;;;;;;;;;;;;;
1764602381558;997;856;1;;;;;;;;;;;;;;;;;;;;;
1764602381565;1004;858;1;;;;;;;;;;;;;;;;;;;;;
1764602381930;1011;857;1;;;;;;;;;;;;;;;;;;;;;
1764602381937;1019;854;1;;;;;;;;;;;;;;;;;;;;;
1764602381944;1026;851;1;;;;;;;;;;;;;;;;;;;;;
1764602381952;1032;849;1;;;;;;;;;;;;;;;;;;;;;
1764602381958;1037;846;1;;;;;;;;;;;;;;;;;;;;;
1764602381967;1041;845;1;;;;;;;;;;;;;;;;;;;;;
1764602381973;1044;844;1;;;;;;;;;;;;;;;;;;;;;
1764602381980;1048;842;1;;;;;;;;;;;;;;;;;;;;;
1764602381988;1051;840;1;;;;;;;;;;;;;;;;;;;;;
1764602381994;1054;839;1;;;;;;;;;;;;;;;;;;;;;
1764602382001;1057;838;1;;;;;;;;;;;;;;;;;;;;;
1764602382009;1059;837;1;;;;;;;;;;;;;;;;;;;;;
1764602382015;1061;835;1;;;;;;;;;;;;;;;;;;;;;
1764602382023;1063;834;1;;;;;;;;;;;;;;;;;;;;;
1764602382031;1066;832;1;;;;;;;;;;;;;;;;;;;;;
1764602382037;1070;829;0;;;;;;;;;;;;;;;;;;;;;
1764602382045;1072;828;0;;;;;;;;;;;;;;;;;;;;;
1764602382051;1074;826;0;;;;;;;;;;;;;;;;;;;;;
1764602382059;1078;824;0;;;;;;;;;;;;;;;;;;;;;
1764602382066;1081;821;0;;;;;;;;;;;;;;;;;;;;;
1764602382073;1084;819;0;;;;;;;;;;;;;;;;;;;;;
1764602382080;1088;816;0;;;;;;;;;;;;;;;;;;;;;
1764602382089;1092;814;0;;;;;;;;;;;;;;;;;;;;;
1764602382094;1095;812;0;;;;;;;;;;;;;;;;;;;;;
1764602382102;1097;810;0;;;;;;;;;;;;;;;;;;;;;
1764602382109;1101;806;0;;;;;;;;;;;;;;;;;;;;;
1764602382116;1104;803;0;;;;;;;;;;;;;;;;;;;;;
1764602382123;1107;801;0;;;;;;;;;;;;;;;;;;;;;
1764602382131;1112;797;0;;;;;;;;;;;;;;;;;;;;;
1764602382138;1114;796;0;;;;;;;;;;;;;;;;;;;;;
1764602382144;1117;792;0;;;;;;;;;;;;;;;;;;;;;
1764602382153;1119;790;0;;;;;;;;;;;;;;;;;;;;;
1764602382158;1122;788;0;;;;;;;;;;;;;;;;;;;;;
1764602382166;1124;786;0;;;;;;;;;;;;;;;;;;;;;
1764602382173;1126;784;0;;;;;;;;;;;;;;;;;;;;;
1764602382180;1128;783;0;;;;;;;;;;;;;;;;;;;;;
1764602382187;1130;780;0;;;;;;;;;;;;;;;;;;;;;
1764602382194;1132;778;0;;;;;;;;;;;;;;;;;;;;;
1764602382201;1135;776;0;;;;;;;;;;;;;;;;;;;;;
1764602382209;1137;774;0;;;;;;;;;;;;;;;;;;;;;
1764602382216;1139;772;0;;;;;;;;;;;;;;;;;;;;;
1764602382222;1142;768;0;;;;;;;;;;;;;;;;;;;;;
1764602382231;1144;766;0;;;;;;;;;;;;;;;;;;;;;
1764602382237;1148;762;0;;;;;;;;;;;;;;;;;;;;;
1764602382245;1150;761;0;;;;;;;;;;;;;;;;;;;;;
1764602382252;1152;759;0;;;;;;;;;;;;;;;;;;;;;
1764602382259;1155;756;0;;;;;;;;;;;;;;;;;;;;;
1764602382266;1157;755;0;;;;;;;;;;;;;;;;;;;;;
1764602382273;1158;753;0;;;;;;;;;;;;;;;;;;;;;
1764602382280;1160;752;0;;;;;;;;;;;;;;;;;;;;;
1764602382295;1161;751;0;;;;;;;;;;;;;;;;;;;;;
1764602382603;1165;749;0;;;;;;;;;;;;;;;;;;;;;
1764602382609;1170;747;0;;;;;;;;;;;;;;;;;;;;;
1764602382616;1176;745;0;;;;;;;;;;;;;;;;;;;;;
1764602382623;1182;743;0;;;;;;;;;;;;;;;;;;;;;
1764602382631;1186;740;0;;;;;;;;;;;;;;;;;;;;;
1764602382639;1190;737;0;;;;;;;;;;;;;;;;;;;;;
1764602382646;1196;734;0;;;;;;;;;;;;;;;;;;;;;
1764602382652;1200;732;0;;;;;;;;;;;;;;;;;;;;;
1764602382659;1203;731;0;;;;;;;;;;;;;;;;;;;;;
1764602382666;1207;728;0;;;;;;;;;;;;;;;;;;;;;
1764602382674;1212;725;0;;;;;;;;;;;;;;;;;;;;;
1764602382680;1216;723;0;;;;;;;;;;;;;;;;;;;;;
1764602382703;1225;716;0;;;;;;;;;;;;;;;;;;;;;
1764602382710;1228;715;0;;;;;;;;;;;;;;;;;;;;;
1764602382717;1230;712;0;;;;;;;;;;;;;;;;;;;;;
1764602382725;1232;710;0;;;;;;;;;;;;;;;;;;;;;
1764602382731;1236;707;0;;;;;;;;;;;;;;;;;;;;;
1764602382739;1238;705;0;;;;;;;;;;;;;;;;;;;;;
1764602382745;1240;703;1;;;;;;;;;;;;;;;;;;;;;
1764602382753;1243;700;1;;;;;;;;;;;;;;;;;;;;;
1764602382759;1245;697;1;;;;;;;;;;;;;;;;;;;;;
1764602382767;1248;695;1;;;;;;;;;;;;;;;;;;;;;
1764602382773;1249;692;1;;;;;;;;;;;;;;;;;;;;;
1764602382781;1251;690;1;;;;;;;;;;;;;;;;;;;;;
1764602382789;1254;689;1;;;;;;;;;;;;;;;;;;;;;
1764602382795;1256;686;1;;;;;;;;;;;;;;;;;;;;;
1764602382803;1257;685;1;;;;;;;;;;;;;;;;;;;;;
1764602382809;1260;683;1;;;;;;;;;;;;;;;;;;;;;
1764602382816;1261;681;1;;;;;;;;;;;;;;;;;;;;;
1764602382823;1263;679;1;;;;;;;;;;;;;;;;;;;;;
1764602382831;1265;677;1;;;;;;;;;;;;;;;;;;;;;
1764602382838;1266;675;1;;;;;;;;;;;;;;;;;;;;;
1764602382845;1269;674;1;;;;;;;;;;;;;;;;;;;;;
1764602382854;1270;671;1;;;;;;;;;;;;;;;;;;;;;
1764602382861;1272;669;1;;;;;;;;;;;;;;;;;;;;;
1764602382866;1273;667;1;;;;;;;;;;;;;;;;;;;;;
1764602382874;1275;665;1;;;;;;;;;;;;;;;;;;;;;
1764602382881;1276;662;1;;;;;;;;;;;;;;;;;;;;;
1764602382890;1278;660;1;;;;;;;;;;;;;;;;;;;;;
1764602382895;1279;658;1;;;;;;;;;;;;;;;;;;;;;
1764602382902;1280;656;1;;;;;;;;;;;;;;;;;;;;;
1764602382910;1282;653;1;;;;;;;;;;;;;;;;;;;;;
1764602382918;1283;651;1;;;;;;;;;;;;;;;;;;;;;
1764602382925;1285;649;1;;;;;;;;;;;;;;;;;;;;;
1764602382932;1286;647;1;;;;;;;;;;;;;;;;;;;;;
1764602382940;1288;644;1;;;;;;;;;;;;;;;;;;;;;
1764602382945;1289;642;1;;;;;;;;;;;;;;;;;;;;;
1764602382953;1290;641;1;;;;;;;;;;;;;;;;;;;;;
1764602382961;1292;639;1;;;;;;;;;;;;;;;;;;;;;
1764602382968;1292;636;1;;;;;;;;;;;;;;;;;;;;;
1764602382973;1294;634;1;;;;;;;;;;;;;;;;;;;;;
1764602382982;1295;632;1;;;;;;;;;;;;;;;;;;;;;
1764602382990;1296;630;1;;;;;;;;;;;;;;;;;;;;;
1764602382996;1297;627;1;;;;;;;;;;;;;;;;;;;;;
1764602383004;1298;624;1;;;;;;;;;;;;;;;;;;;;;
1764602383011;1298;621;1;;;;;;;;;;;;;;;;;;;;;
1764602383017;1300;617;1;;;;;;;;;;;;;;;;;;;;;
1764602383024;1302;612;1;;;;;;;;;;;;;;;;;;;;;
1764602383032;1302;610;1;;;;;;;;;;;;;;;;;;;;;
1764602383038;1303;607;1;;;;;;;;;;;;;;;;;;;;;
1764602383045;1303;606;1;;;;;;;;;;;;;;;;;;;;;
1764602383053;1303;604;1;;;;;;;;;;;;;;;;;;;;;
1764602383060;1304;602;1;;;;;;;;;;;;;;;;;;;;;
1764602383076;1304;601;1;;;;;;;;;;;;;;;;;;;;;
1764602383096;1305;601;1;;;;;;;;;;;;;;;;;;;;;
1764602383138;1305;600;1;;;;;;;;;;;;;;;;;;;;;
1764602383389;1308;591;1;;;;;;;;;;;;;;;;;;;;;
1764602383395;1313;580;1;;;;;;;;;;;;;;;;;;;;;
1764602383403;1316;571;1;;;;;;;;;;;;;;;;;;;;;
1764602383412;1319;562;1;;;;;;;;;;;;;;;;;;;;;
1764602383418;1321;554;1;;;;;;;;;;;;;;;;;;;;;
1764602383424;1323;547;1;;;;;;;;;;;;;;;;;;;;;
1764602383432;1325;541;1;;;;;;;;;;;;;;;;;;;;;
1764602383440;1326;537;1;;;;;;;;;;;;;;;;;;;;;
1764602383446;1328;532;1;;;;;;;;;;;;;;;;;;;;;
1764602383454;1328;528;1;;;;;;;;;;;;;;;;;;;;;
1764602383460;1329;524;1;;;;;;;;;;;;;;;;;;;;;
1764602383466;1329;520;1;;;;;;;;;;;;;;;;;;;;;
1764602383474;1330;514;1;;;;;;;;;;;;;;;;;;;;;
1764602383481;1330;510;1;;;;;;;;;;;;;;;;;;;;;
1764602383489;1331;504;1;;;;;;;;;;;;;;;;;;;;;
1764602383496;1331;500;1;;;;;;;;;;;;;;;;;;;;;
1764602383505;1332;496;1;;;;;;;;;;;;;;;;;;;;;
1764602383510;1333;491;1;;;;;;;;;;;;;;;;;;;;;
1764602383518;1333;488;1;;;;;;;;;;;;;;;;;;;;;
1764602383524;1333;484;1;;;;;;;;;;;;;;;;;;;;;
1764602383532;1333;481;1;;;;;;;;;;;;;;;;;;;;;
1764602383538;1333;477;1;;;;;;;;;;;;;;;;;;;;;
1764602383546;1333;473;1;;;;;;;;;;;;;;;;;;;;;
1764602383552;1334;470;1;;;;;;;;;;;;;;;;;;;;;
1764602383561;1334;466;1;;;;;;;;;;;;;;;;;;;;;
1764602383568;1334;462;1;;;;;;;;;;;;;;;;;;;;;
1764602383575;1334;459;1;;;;;;;;;;;;;;;;;;;;;
1764602383583;1334;455;1;;;;;;;;;;;;;;;;;;;;;
1764602383589;1334;453;1;;;;;;;;;;;;;;;;;;;;;
1764602383597;1334;451;1;;;;;;;;;;;;;;;;;;;;;
1764602383603;1334;448;1;;;;;;;;;;;;;;;;;;;;;
1764602383611;1334;445;1;;;;;;;;;;;;;;;;;;;;;
1764602383617;1334;443;1;;;;;;;;;;;;;;;;;;;;;
1764602383624;1334;440;1;;;;;;;;;;;;;;;;;;;;;
1764602383632;1334;438;1;;;;;;;;;;;;;;;;;;;;;
1764602383639;1334;436;1;;;;;;;;;;;;;;;;;;;;;
1764602383646;1334;433;1;;;;;;;;;;;;;;;;;;;;;
1764602383653;1334;431;1;;;;;;;;;;;;;;;;;;;;;
1764602383660;1333;428;1;;;;;;;;;;;;;;;;;;;;;
1764602383668;1332;426;1;;;;;;;;;;;;;;;;;;;;;
1764602383674;1332;423;1;;;;;;;;;;;;;;;;;;;;;
1764602383681;1332;419;1;;;;;;;;;;;;;;;;;;;;;
1764602383688;1332;416;1;;;;;;;;;;;;;;;;;;;;;
1764602383696;1331;411;1;;;;;;;;;;;;;;;;;;;;;
1764602383704;1330;408;1;;;;;;;;;;;;;;;;;;;;;
1764602383710;1329;405;1;;;;;;;;;;;;;;;;;;;;;
1764602383719;1329;402;1;;;;;;;;;;;;;;;;;;;;;
1764602383725;1329;399;1;;;;;;;;;;;;;;;;;;;;;
1764602383733;1328;397;1;;;;;;;;;;;;;;;;;;;;;
1764602383739;1328;395;1;;;;;;;;;;;;;;;;;;;;;
1764602383746;1327;393;1;;;;;;;;;;;;;;;;;;;;;
1764602383754;1327;391;1;;;;;;;;;;;;;;;;;;;;;
1764602383761;1326;389;1;;;;;;;;;;;;;;;;;;;;;
1764602383767;1326;387;1;;;;;;;;;;;;;;;;;;;;;
1764602383775;1325;386;1;;;;;;;;;;;;;;;;;;;;;
1764602383782;1324;383;1;;;;;;;;;;;;;;;;;;;;;
1764602383789;1323;381;1;;;;;;;;;;;;;;;;;;;;;
1764602383796;1323;379;1;;;;;;;;;;;;;;;;;;;;;
1764602383803;1321;376;1;;;;;;;;;;;;;;;;;;;;;
1764602383811;1320;374;1;;;;;;;;;;;;;;;;;;;;;
1764602383818;1319;370;1;;;;;;;;;;;;;;;;;;;;;
1764602383825;1318;368;1;;;;;;;;;;;;;;;;;;;;;
1764602383832;1317;365;1;;;;;;;;;;;;;;;;;;;;;
1764602383840;1315;362;1;;;;;;;;;;;;;;;;;;;;;
1764602383846;1314;360;1;;;;;;;;;;;;;;;;;;;;;
1764602383854;1313;357;1;;;;;;;;;;;;;;;;;;;;;
1764602383860;1312;355;1;;;;;;;;;;;;;;;;;;;;;
1764602383868;1310;353;1;;;;;;;;;;;;;;;;;;;;;
1764602383875;1309;351;1;;;;;;;;;;;;;;;;;;;;;
1764602383881;1308;348;1;;;;;;;;;;;;;;;;;;;;;
1764602383889;1307;346;1;;;;;;;;;;;;;;;;;;;;;
1764602383897;1305;344;1;;;;;;;;;;;;;;;;;;;;;
1764602383905;1304;342;1;;;;;;;;;;;;;;;;;;;;;
1764602383911;1303;340;1;;;;;;;;;;;;;;;;;;;;;
1764602383918;1301;337;1;;;;;;;;;;;;;;;;;;;;;
1764602383925;1301;336;1;;;;;;;;;;;;;;;;;;;;;
1764602383932;1299;334;1;;;;;;;;;;;;;;;;;;;;;
1764602383939;1299;332;1;;;;;;;;;;;;;;;;;;;;;
1764602383947;1297;330;1;;;;;;;;;;;;;;;;;;;;;
1764602383954;1296;328;1;;;;;;;;;;;;;;;;;;;;;
1764602383960;1295;326;1;;;;;;;;;;;;;;;;;;;;;
1764602383967;1293;323;1;;;;;;;;;;;;;;;;;;;;;
1764602383976;1292;321;1;;;;;;;;;;;;;;;;;;;;;
1764602383982;1291;320;1;;;;;;;;;;;;;;;;;;;;;
1764602383990;1291;318;1;;;;;;;;;;;;;;;;;;;;;
1764602383997;1289;316;1;;;;;;;;;;;;;;;;;;;;;
1764602384004;1289;315;1;;;;;;;;;;;;;;;;;;;;;
1764602384012;1288;313;1;;;;;;;;;;;;;;;;;;;;;
1764602384018;1287;311;1;;;;;;;;;;;;;;;;;;;;;
1764602384025;1286;309;1;;;;;;;;;;;;;;;;;;;;;
1764602384032;1285;308;1;;;;;;;;;;;;;;;;;;;;;
1764602384039;1283;305;1;;;;;;;;;;;;;;;;;;;;;
1764602384054;1281;303;1;;;;;;;;;;;;;;;;;;;;;
1764602384068;1278;299;1;;;;;;;;;;;;;;;;;;;;;
1764602384075;1277;298;1;;;;;;;;;;;;;;;;;;;;;
1764602384082;1275;295;1;;;;;;;;;;;;;;;;;;;;;
1764602384091;1273;293;1;;;;;;;;;;;;;;;;;;;;;
1764602384096;1272;292;1;;;;;;;;;;;;;;;;;;;;;
1764602384104;1270;290;1;;;;;;;;;;;;;;;;;;;;;
1764602384111;1268;288;1;;;;;;;;;;;;;;;;;;;;;
1764602384118;1266;287;1;;;;;;;;;;;;;;;;;;;;;
1764602384125;1264;285;1;;;;;;;;;;;;;;;;;;;;;
1764602384133;1263;283;1;;;;;;;;;;;;;;;;;;;;;
1764602384139;1261;282;1;;;;;;;;;;;;;;;;;;;;;
1764602384146;1259;281;1;;;;;;;;;;;;;;;;;;;;;
1764602384155;1258;279;1;;;;;;;;;;;;;;;;;;;;;
1764602384160;1256;278;1;;;;;;;;;;;;;;;;;;;;;
1764602384169;1254;276;1;;;;;;;;;;;;;;;;;;;;;
1764602384176;1253;275;1;;;;;;;;;;;;;;;;;;;;;
1764602384184;1252;274;1;;;;;;;;;;;;;;;;;;;;;
1764602384190;1251;272;1;;;;;;;;;;;;;;;;;;;;;
1764602384197;1249;271;1;;;;;;;;;;;;;;;;;;;;;
1764602384204;1248;269;1;;;;;;;;;;;;;;;;;;;;;
1764602384212;1246;268;1;;;;;;;;;;;;;;;;;;;;;
1764602384219;1245;267;1;;;;;;;;;;;;;;;;;;;;;
1764602384225;1244;266;1;;;;;;;;;;;;;;;;;;;;;
1764602384232;1242;264;1;;;;;;;;;;;;;;;;;;;;;
1764602384240;1241;263;1;;;;;;;;;;;;;;;;;;;;;
1764602384246;1238;261;1;;;;;;;;;;;;;;;;;;;;;
1764602384254;1237;260;1;;;;;;;;;;;;;;;;;;;;;
1764602384260;1236;259;1;;;;;;;;;;;;;;;;;;;;;
1764602384268;1234;257;1;;;;;;;;;;;;;;;;;;;;;
1764602384278;1233;256;1;;;;;;;;;;;;;;;;;;;;;
1764602384283;1231;254;1;;;;;;;;;;;;;;;;;;;;;
1764602384291;1229;253;1;;;;;;;;;;;;;;;;;;;;;
1764602384298;1228;251;1;;;;;;;;;;;;;;;;;;;;;
1764602384304;1226;250;1;;;;;;;;;;;;;;;;;;;;;
1764602384311;1225;249;1;;;;;;;;;;;;;;;;;;;;;
1764602384318;1223;248;1;;;;;;;;;;;;;;;;;;;;;
1764602384326;1222;247;1;;;;;;;;;;;;;;;;;;;;;
1764602384333;1221;246;1;;;;;;;;;;;;;;;;;;;;;
1764602384339;1220;245;1;;;;;;;;;;;;;;;;;;;;;
1764602384347;1219;245;1;;;;;;;;;;;;;;;;;;;;;
1764602384355;1217;244;1;;;;;;;;;;;;;;;;;;;;;
1764602384361;1217;243;1;;;;;;;;;;;;;;;;;;;;;
1764602384368;1215;242;1;;;;;;;;;;;;;;;;;;;;;
1764602384376;1214;240;1;;;;;;;;;;;;;;;;;;;;;
1764602384384;1213;240;1;;;;;;;;;;;;;;;;;;;;;
1764602384390;1212;239;1;;;;;;;;;;;;;;;;;;;;;
1764602384398;1210;237;1;;;;;;;;;;;;;;;;;;;;;
1764602384404;1208;236;1;;;;;;;;;;;;;;;;;;;;;
1764602384411;1207;234;1;;;;;;;;;;;;;;;;;;;;;
1764602384419;1206;233;1;;;;;;;;;;;;;;;;;;;;;
1764602384425;1203;232;1;;;;;;;;;;;;;;;;;;;;;
1764602384432;1202;231;1;;;;;;;;;;;;;;;;;;;;;
1764602384439;1200;228;1;;;;;;;;;;;;;;;;;;;;;
1764602384447;1198;228;1;;;;;;;;;;;;;;;;;;;;;
1764602384455;1197;226;1;;;;;;;;;;;;;;;;;;;;;
1764602384462;1195;225;1;;;;;;;;;;;;;;;;;;;;;
1764602384468;1194;223;1;;;;;;;;;;;;;;;;;;;;;
1764602384476;1192;222;1;;;;;;;;;;;;;;;;;;;;;
1764602384482;1190;221;1;;;;;;;;;;;;;;;;;;;;;
1764602384490;1190;220;1;;;;;;;;;;;;;;;;;;;;;
1764602384498;1188;219;1;;;;;;;;;;;;;;;;;;;;;
1764602384504;1187;217;1;;;;;;;;;;;;;;;;;;;;;
1764602384511;1186;217;1;;;;;;;;;;;;;;;;;;;;;
1764602384518;1184;215;1;;;;;;;;;;;;;;;;;;;;;
1764602384533;1182;214;1;;;;;;;;;;;;;;;;;;;;;
1764602384541;1182;213;1;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;;;;;;;;;;;;;;;;;;;;;
1764602384548;1180;212;1;;;;;;;;;;;;;;;;;;;;;
1764602384555;1179;210;1;;;;;;;;;;;;;;;;;;;;;
1764602384560;1178;210;1;;;;;;;;;;;;;;;;;;;;;
1764602384569;1176;208;1;;;;;;;;;;;;;;;;;;;;;
1764602384576;1175;208;1;;;;;;;;;;;;;;;;;;;;;
1764602384583;1173;206;1;;;;;;;;;;;;;;;;;;;;;
1764602384590;1172;205;1;;;;;;;;;;;;;;;;;;;;;
1764602384597;1171;204;1;;;;;;;;;;;;;;;;;;;;;
1764602384604;1169;203;1;;;;;;;;;;;;;;;;;;;;;
1764602384611;1169;202;1;;;;;;;;;;;;;;;;;;;;;
1764602384618;1168;202;1;;;;;;;;;;;;;;;;;;;;;
1764602384626;1167;201;1;;;;;;;;;;;;;;;;;;;;;
1764602384633;1167;200;1;;;;;;;;;;;;;;;;;;;;;
1764602384640;1166;200;1;;;;;;;;;;;;;;;;;;;;;
1764602384661;1164;199;1;;;;;;;;;;;;;;;;;;;;;
1764602384668;1163;199;1;;;;;;;;;;;;;;;;;;;;;
1764602384676;1163;198;1;;;;;;;;;;;;;;;;;;;;;
1764602384682;1161;197;1;;;;;;;;;;;;;;;;;;;;;
1764602384719;1160;197;1;;;;;;;;;;;;;;;;;;;;;
1764602384762;1161;197;1;;;;;;;;;;;;;;;;;;;;;
1764602405091;1160;195;1;;;;;;;;;;;;;;;;;;;;;
1764602405098;1159;194;1;;;;;;;;;;;;;;;;;;;;;
1764602405106;1157;193;1;;;;;;;;;;;;;;;;;;;;;
1764602405120;1156;192;1;;;;;;;;;;;;;;;;;;;;;
1764602405129;1153;190;1;;;;;;;;;;;;;;;;;;;;;
1764602405135;1153;189;1;;;;;;;;;;;;;;;;;;;;;
1764602405143;1151;188;1;;;;;;;;;;;;;;;;;;;;;
1764602405148;1149;187;1;;;;;;;;;;;;;;;;;;;;;
1764602405158;1148;185;1;;;;;;;;;;;;;;;;;;;;;
1764602405163;1146;184;1;;;;;;;;;;;;;;;;;;;;;
1764602405170;1146;183;1;;;;;;;;;;;;;;;;;;;;;
1764602405178;1145;183;1;;;;;;;;;;;;;;;;;;;;;
1764602405184;1143;181;1;;;;;;;;;;;;;;;;;;;;;
1764602405191;1142;181;1;;;;;;;;;;;;;;;;;;;;;
1764602405199;1140;180;1;;;;;;;;;;;;;;;;;;;;;
1764602405206;1139;179;1;;;;;;;;;;;;;;;;;;;;;
1764602405213;1138;178;1;;;;;;;;;;;;;;;;;;;;;
1764602405222;1135;176;1;;;;;;;;;;;;;;;;;;;;;
1764602405227;1134;176;1;;;;;;;;;;;;;;;;;;;;;
1764602405235;1133;174;1;;;;;;;;;;;;;;;;;;;;;
1764602405241;1131;174;1;;;;;;;;;;;;;;;;;;;;;
1764602405248;1129;172;1;;;;;;;;;;;;;;;;;;;;;
1764602405256;1128;171;1;;;;;;;;;;;;;;;;;;;;;
1764602405263;1126;171;1;;;;;;;;;;;;;;;;;;;;;
1764602405270;1125;169;1;;;;;;;;;;;;;;;;;;;;;
1764602405277;1122;168;1;;;;;;;;;;;;;;;;;;;;;
1764602405284;1120;168;1;;;;;;;;;;;;;;;;;;;;;
1764602405291;1119;167;1;;;;;;;;;;;;;;;;;;;;;
1764602405297;1117;166;1;;;;;;;;;;;;;;;;;;;;;
1764602405305;1115;166;1;;;;;;;;;;;;;;;;;;;;;
1764602405313;1113;165;1;;;;;;;;;;;;;;;;;;;;;
1764602405319;1111;164;1;;;;;;;;;;;;;;;;;;;;;
1764602405326;1110;163;1;;;;;;;;;;;;;;;;;;;;;
1764602405334;1108;162;1;;;;;;;;;;;;;;;;;;;;;
1764602405341;1106;162;1;;;;;;;;;;;;;;;;;;;;;
1764602405348;1105;161;1;;;;;;;;;;;;;;;;;;;;;
1764602405356;1103;160;1;;;;;;;;;;;;;;;;;;;;;
1764602405362;1100;159;1;;;;;;;;;;;;;;;;;;;;;
1764602405369;1098;159;1;;;;;;;;;;;;;;;;;;;;;
1764602405376;1096;158;1;;;;;;;;;;;;;;;;;;;;;
1764602405383;1095;157;1;;;;;;;;;;;;;;;;;;;;;
1764602405392;1092;156;1;;;;;;;;;;;;;;;;;;;;;
1764602405398;1089;156;1;;;;;;;;;;;;;;;;;;;;;
1764602405406;1086;155;1;;;;;;;;;;;;;;;;;;;;;
1764602405412;1084;154;1;;;;;;;;;;;;;;;;;;;;;
1764602405420;1082;153;1;;;;;;;;;;;;;;;;;;;;;
1764602405426;1079;152;1;;;;;;;;;;;;;;;;;;;;;
1764602405434;1076;151;1;;;;;;;;;;;;;;;;;;;;;
1764602405440;1073;150;1;;;;;;;;;;;;;;;;;;;;;
1764602405447;1070;149;1;;;;;;;;;;;;;;;;;;;;;
1764602405455;1067;148;1;;;;;;;;;;;;;;;;;;;;;
1764602405462;1063;146;1;;;;;;;;;;;;;;;;;;;;;
1764602405469;1060;145;1;;;;;;;;;;;;;;;;;;;;;
1764602405476;1055;144;1;;;;;;;;;;;;;;;;;;;;;
1764602405484;1051;143;1;;;;;;;;;;;;;;;;;;;;;
1764602405490;1046;142;1;;;;;;;;;;;;;;;;;;;;;
1764602405497;1042;141;1;;;;;;;;;;;;;;;;;;;;;
1764602405505;1038;140;1;;;;;;;;;;;;;;;;;;;;;
1764602405512;1033;139;1;;;;;;;;;;;;;;;;;;;;;
1764602405519;1028;138;1;;;;;;;;;;;;;;;;;;;;;
1764602405526;1024;138;1;;;;;;;;;;;;;;;;;;;;;
1764602405533;1018;136;1;;;;;;;;;;;;;;;;;;;;;
1764602405541;1014;136;1;;;;;;;;;;;;;;;;;;;;;
1764602405547;1008;135;1;;;;;;;;;;;;;;;;;;;;;
1764602405555;1004;135;1;;;;;;;;;;;;;;;;;;;;;
1764602405562;998;135;1;;;;;;;;;;;;;;;;;;;;;
1764602405569;994;134;1;;;;;;;;;;;;;;;;;;;;;
1764602405576;989;134;1;;;;;;;;;;;;;;;;;;;;;
1764602405583;985;134;1;;;;;;;;;;;;;;;;;;;;;
1764602405591;979;134;1;;;;;;;;;;;;;;;;;;;;;
1764602405598;975;133;1;;;;;;;;;;;;;;;;;;;;;
1764602405605;971;133;1;;;;;;;;;;;;;;;;;;;;;
1764602405611;966;133;1;;;;;;;;;;;;;;;;;;;;;
1764602405620;963;132;1;;;;;;;;;;;;;;;;;;;;;
1764602405625;960;132;1;;;;;;;;;;;;;;;;;;;;;
1764602405633;957;131;1;;;;;;;;;;;;;;;;;;;;;
1764602405640;955;131;1;;;;;;;;;;;;;;;;;;;;;
1764602405647;954;130;1;;;;;;;;;;;;;;;;;;;;;
1764602405653;953;129;1;;;;;;;;;;;;;;;;;;;;;
1764602405668;952;128;1;;;;;;;;;;;;;;;;;;;;;
1764602405675;952;127;1;;;;;;;;;;;;;;;;;;;;;
1764602405683;952;126;1;;;;;;;;;;;;;;;;;;;;;
