software;mouseReMoCo;;;screenHeight 995;centerX 953;centerY 497;autoStart 3600;cycleMaxNumber 6;cycleDuration 20;borderColor java.awt.Color[r=255,g=255,b=255];textColor java.awt.Color[r=255,g=255,b=255];backgroundColor java.awt.Color[r=0,g=0,b=0];cursorColorRecord java.awt.Color[r=255,g=0,b=0];cursorColorWait java.awt.Color[r=255,g=255,b=0];task circular;cornerX 536;cornerY 80;externalRadius 417;internalRadius 337;borderRadius 1;cursorRadius 16;indexOfDifficulty 50.33232485432158;taskRadius 376.5;taskTolerance 47
01/12/2025;16:16:42.378;100;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
timestamp;mouseX;mouseY;mouseInTarget;;;;;;;;;;;;;;;;;;;;;
1764602259555;617;337;1;;;;;;;;;;;;;;;;;;;;;
1764602259562;615;340;1;;;;;;;;;;;;;;;;;;;;;
1764602259571;614;345;1;;;;;;;;;;;;;;;;;;;;;
1764602259576;612;349;1;;;;;;;;;;;;;;;;;;;;;
1764602259583;609;354;1;;;;;;;;;;;;;;;;;;;;;
1764602259590;607;360;1;;;;;;;;;;;;;;;;;;;;;
1764602259599;605;364;1;;;;;;;;;;;;;;;;;;;;;
1764602259604;602;370;1;;;;;;;;;;;;;;;;;;;;;
1764602259611;600;376;1;;;;;;;;;;;;;;;;;;;;;
1764602259619;597;382;1;;;;;;;;;;;;;;;;;;;;;
1764602259626;596;388;1;;;;;;;;;;;;;;;;;;;;;
1764602259632;594;393;1;;;;;;;;;;;;;;;;;;;;;
1764602259640;592;398;1;;;;;;;;;;;;;;;;;;;;;
1764602259649;591;404;1;;;;;;;;;;;;;;;;;;;;;
1764602259655;591;407;1;;;;;;;;;;;;;;;;;;;;;
1764602259918;591;412;1;;;;;;;;;;;;;;;;;;;;;
1764602259925;591;420;1;;;;;;;;;;;;;;;;;;;;;
1764602259932;591;428;1;;;;;;;;;;;;;;;;;;;;;
1764602259939;590;435;1;;;;;;;;;;;;;;;;;;;;;
1764602259946;590;441;1;;;;;;;;;;;;;;;;;;;;;
1764602259953;588;450;1;;;;;;;;;;;;;;;;;;;;;
1764602259960;587;455;1;;;;;;;;;;;;;;;;;;;;;
1764602259969;586;462;1;;;;;;;;;;;;;;;;;;;;;
1764602259975;584;469;1;;;;;;;;;;;;;;;;;;;;;
1764602259983;583;476;1;;;;;;;;;;;;;;;;;;;;;
1764602259989;581;483;1;;;;;;;;;;;;;;;;;;;;;
1764602260011;576;501;1;;;;;;;;;;;;;;;;;;;;;
1764602260018;574;506;1;;;;;;;;;;;;;;;;;;;;;
1764602260024;574;513;1;;;;;;;;;;;;;;;;;;;;;
1764602260032;573;518;1;;;;;;;;;;;;;;;;;;;;;
1764602260038;572;523;1;;;;;;;;;;;;;;;;;;;;;
1764602260046;572;528;1;;;;;;;;;;;;;;;;;;;;;
1764602260053;572;533;1;;;;;;;;;;;;;;;;;;;;;
1764602260061;572;538;1;;;;;;;;;;;;;;;;;;;;;
1764602260068;572;542;1;;;;;;;;;;;;;;;;;;;;;
1764602260075;572;545;1;;;;;;;;;;;;;;;;;;;;;
1764602260084;572;549;1;;;;;;;;;;;;;;;;;;;;;
1764602260088;572;552;1;;;;;;;;;;;;;;;;;;;;;
1764602260096;572;555;1;;;;;;;;;;;;;;;;;;;;;
1764602260102;573;559;1;;;;;;;;;;;;;;;;;;;;;
1764602260110;573;564;1;;;;;;;;;;;;;;;;;;;;;
1764602260117;574;568;1;;;;;;;;;;;;;;;;;;;;;
1764602260125;574;572;1;;;;;;;;;;;;;;;;;;;;;
1764602260131;574;575;1;;;;;;;;;;;;;;;;;;;;;
1764602260139;574;580;1;;;;;;;;;;;;;;;;;;;;;
1764602260145;575;584;1;;;;;;;;;;;;;;;;;;;;;
1764602260152;575;589;1;;;;;;;;;;;;;;;;;;;;;
1764602260161;576;594;1;;;;;;;;;;;;;;;;;;;;;
1764602260167;576;600;1;;;;;;;;;;;;;;;;;;;;;
1764602260174;576;604;1;;;;;;;;;;;;;;;;;;;;;
1764602260182;576;608;1;;;;;;;;;;;;;;;;;;;;;
1764602260189;577;612;1;;;;;;;;;;;;;;;;;;;;;
1764602260196;577;615;1;;;;;;;;;;;;;;;;;;;;;
1764602260203;577;618;1;;;;;;;;;;;;;;;;;;;;;
1764602260210;578;620;1;;;;;;;;;;;;;;;;;;;;;
1764602260216;578;623;1;;;;;;;;;;;;;;;;;;;;;
1764602260223;579;626;1;;;;;;;;;;;;;;;;;;;;;
1764602260231;580;629;1;;;;;;;;;;;;;;;;;;;;;
1764602260238;581;632;1;;;;;;;;;;;;;;;;;;;;;
1764602260246;582;636;1;;;;;;;;;;;;;;;;;;;;;
1764602260252;584;642;1;;;;;;;;;;;;;;;;;;;;;
1764602260260;585;648;1;;;;;;;;;;;;;;;;;;;;;
1764602260268;587;653;1;;;;;;;;;;;;;;;;;;;;;
1764602260274;588;660;1;;;;;;;;;;;;;;;;;;;;;
1764602260282;590;666;0;;;;;;;;;;;;;;;;;;;;;
1764602260288;592;673;0;;;;;;;;;;;;;;;;;;;;;
1764602260295;594;679;0;;;;;;;;;;;;;;;;;;;;;
1764602260302;597;686;0;;;;;;;;;;;;;;;;;;;;;
1764602260309;600;693;0;;;;;;;;;;;;;;;;;;;;;
1764602260316;603;699;0;;;;;;;;;;;;;;;;;;;;;
1764602260324;606;705;0;;;;;;;;;;;;;;;;;;;;;
1764602260330;610;711;0;;;;;;;;;;;;;;;;;;;;;
1764602260338;614;716;0;;;;;;;;;;;;;;;;;;;;;
1764602260345;617;721;0;;;;;;;;;;;;;;;;;;;;;
1764602260352;622;724;0;;;;;;;;;;;;;;;;;;;;;
1764602260360;628;728;1;;;;;;;;;;;;;;;;;;;;;
1764602260366;634;731;1;;;;;;;;;;;;;;;;;;;;;
1764602260373;641;733;1;;;;;;;;;;;;;;;;;;;;;
1764602260659;649;740;1;;;;;;;;;;;;;;;;;;;;;
1764602260666;657;746;1;;;;;;;;;;;;;;;;;;;;;
1764602260672;667;753;1;;;;;;;;;;;;;;;;;;;;;
1764602260680;676;759;1;;;;;;;;;;;;;;;;;;;;;
1764602260686;684;765;1;;;;;;;;;;;;;;;;;;;;;
1764602260695;692;770;1;;;;;;;;;;;;;;;;;;;;;
1764602260701;699;774;1;;;;;;;;;;;;;;;;;;;;;
1764602260709;705;777;1;;;;;;;;;;;;;;;;;;;;;
1764602260717;711;781;1;;;;;;;;;;;;;;;;;;;;;
1764602260722;716;784;1;;;;;;;;;;;;;;;;;;;;;
1764602260729;721;786;1;;;;;;;;;;;;;;;;;;;;;
1764602260737;725;788;1;;;;;;;;;;;;;;;;;;;;;
1764602260743;729;790;1;;;;;;;;;;;;;;;;;;;;;
1764602260752;733;792;1;;;;;;;;;;;;;;;;;;;;;
1764602260758;737;794;1;;;;;;;;;;;;;;;;;;;;;
1764602260765;740;794;1;;;;;;;;;;;;;;;;;;;;;
1764602260772;745;796;1;;;;;;;;;;;;;;;;;;;;;
1764602260781;748;798;1;;;;;;;;;;;;;;;;;;;;;
1764602260787;751;799;1;;;;;;;;;;;;;;;;;;;;;
1764602260794;756;801;1;;;;;;;;;;;;;;;;;;;;;
1764602260801;759;801;1;;;;;;;;;;;;;;;;;;;;;
1764602260810;761;802;1;;;;;;;;;;;;;;;;;;;;;
1764602260815;764;803;1;;;;;;;;;;;;;;;;;;;;;
1764602260822;767;804;1;;;;;;;;;;;;;;;;;;;;;
1764602260830;770;805;1;;;;;;;;;;;;;;;;;;;;;
1764602260837;774;806;1;;;;;;;;;;;;;;;;;;;;;
1764602260844;778;808;1;;;;;;;;;;;;;;;;;;;;;
1764602260851;781;809;1;;;;;;;;;;;;;;;;;;;;;
1764602260858;786;810;1;;;;;;;;;;;;;;;;;;;;;
1764602260866;790;812;1;;;;;;;;;;;;;;;;;;;;;
1764602260873;796;813;0;;;;;;;;;;;;;;;;;;;;;
1764602260879;800;816;1;;;;;;;;;;;;;;;;;;;;;
1764602260887;806;817;0;;;;;;;;;;;;;;;;;;;;;
1764602260894;812;820;0;;;;;;;;;;;;;;;;;;;;;
1764602260901;819;822;0;;;;;;;;;;;;;;;;;;;;;
1764602260909;826;824;0;;;;;;;;;;;;;;;;;;;;;
1764602260916;832;827;0;;;;;;;;;;;;;;;;;;;;;
1764602260922;840;829;0;;;;;;;;;;;;;;;;;;;;;
1764602260930;849;832;0;;;;;;;;;;;;;;;;;;;;;
1764602260937;857;833;0;;;;;;;;;;;;;;;;;;;;;
1764602260943;865;835;0;;;;;;;;;;;;;;;;;;;;;
1764602260951;875;836;0;;;;;;;;;;;;;;;;;;;;;
1764602260959;884;837;0;;;;;;;;;;;;;;;;;;;;;
1764602260966;893;838;0;;;;;;;;;;;;;;;;;;;;;
1764602260973;905;839;0;;;;;;;;;;;;;;;;;;;;;
1764602260980;917;839;0;;;;;;;;;;;;;;;;;;;;;
1764602261266;924;841;0;;;;;;;;;;;;;;;;;;;;;
1764602261274;933;844;0;;;;;;;;;;;;;;;;;;;;;
1764602261279;942;848;0;;;;;;;;;;;;;;;;;;;;;
1764602261287;951;851;1;;;;;;;;;;;;;;;;;;;;;
1764602261294;960;853;1;;;;;;;;;;;;;;;;;;;;;
1764602261301;970;855;1;;;;;;;;;;;;;;;;;;;;;
1764602261308;978;857;1;;;;;;;;;;;;;;;;;;;;;
1764602261315;985;858;1;;;;;;;;;;;;;;;;;;;;;
1764602261323;991;858;1;;;;;;;;;;;;;;;;;;;;;
1764602261331;996;859;1;;;;;;;;;;;;;;;;;;;;;
1764602261339;999;860;1;;;;;;;;;;;;;;;;;;;;;
1764602261343;1002;861;1;;;;;;;;;;;;;;;;;;;;;
1764602261352;1005;861;1;;;;;;;;;;;;;;;;;;;;;
1764602261381;1012;861;1;;;;;;;;;;;;;;;;;;;;;
1764602261387;1015;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261394;1018;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261401;1021;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261409;1024;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261416;1026;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261423;1030;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261431;1033;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261438;1037;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261444;1040;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261451;1043;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261459;1046;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261466;1049;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261473;1052;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261479;1055;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261487;1059;862;1;;;;;;;;;;;;;;;;;;;;;
1764602261493;1062;860;1;;;;;;;;;;;;;;;;;;;;;
1764602261502;1066;859;1;;;;;;;;;;;;;;;;;;;;;
1764602261509;1071;857;1;;;;;;;;;;;;;;;;;;;;;
1764602261516;1075;856;1;;;;;;;;;;;;;;;;;;;;;
1764602261524;1081;854;1;;;;;;;;;;;;;;;;;;;;;
1764602261530;1085;852;1;;;;;;;;;;;;;;;;;;;;;
1764602261537;1091;850;1;;;;;;;;;;;;;;;;;;;;;
1764602261544;1098;847;1;;;;;;;;;;;;;;;;;;;;;
1764602261550;1104;843;1;;;;;;;;;;;;;;;;;;;;;
1764602261559;1110;841;1;;;;;;;;;;;;;;;;;;;;;
1764602261565;1115;838;1;;;;;;;;;;;;;;;;;;;;;
1764602261572;1121;835;1;;;;;;;;;;;;;;;;;;;;;
1764602261580;1127;832;1;;;;;;;;;;;;;;;;;;;;;
1764602261586;1131;831;1;;;;;;;;;;;;;;;;;;;;;
1764602261594;1135;829;1;;;;;;;;;;;;;;;;;;;;;
1764602261602;1140;828;1;;;;;;;;;;;;;;;;;;;;;
1764602261609;1148;827;1;;;;;;;;;;;;;;;;;;;;;
1764602261858;1158;819;1;;;;;;;;;;;;;;;;;;;;;
1764602261865;1170;809;1;;;;;;;;;;;;;;;;;;;;;
1764602261873;1181;800;1;;;;;;;;;;;;;;;;;;;;;
1764602261880;1191;790;1;;;;;;;;;;;;;;;;;;;;;
1764602261886;1203;779;1;;;;;;;;;;;;;;;;;;;;;
1764602261897;1215;770;1;;;;;;;;;;;;;;;;;;;;;
1764602261901;1224;762;1;;;;;;;;;;;;;;;;;;;;;
1764602261909;1233;754;1;;;;;;;;;;;;;;;;;;;;;
1764602261916;1240;749;1;;;;;;;;;;;;;;;;;;;;;
1764602261924;1247;743;1;;;;;;;;;;;;;;;;;;;;;
1764602261930;1252;739;1;;;;;;;;;;;;;;;;;;;;;
1764602261937;1256;736;1;;;;;;;;;;;;;;;;;;;;;
1764602261944;1259;733;1;;;;;;;;;;;;;;;;;;;;;
1764602261951;1262;730;1;;;;;;;;;;;;;;;;;;;;;
1764602261959;1264;729;1;;;;;;;;;;;;;;;;;;;;;
1764602261966;1266;727;1;;;;;;;;;;;;;;;;;;;;;
1764602261973;1268;725;1;;;;;;;;;;;;;;;;;;;;;
1764602261980;1270;723;1;;;;;;;;;;;;;;;;;;;;;
1764602261988;1271;721;1;;;;;;;;;;;;;;;;;;;;;
1764602261995;1274;719;1;;;;;;;;;;;;;;;;;;;;;
1764602262001;1275;717;1;;;;;;;;;;;;;;;;;;;;;
1764602262009;1277;715;1;;;;;;;;;;;;;;;;;;;;;
1764602262016;1279;713;1;;;;;;;;;;;;;;;;;;;;;
1764602262023;1279;712;1;;;;;;;;;;;;;;;;;;;;;
1764602262030;1281;710;1;;;;;;;;;;;;;;;;;;;;;
1764602262045;1281;709;1;;;;;;;;;;;;;;;;;;;;;
1764602262059;1281;708;1;;;;;;;;;;;;;;;;;;;;;
1764602262288;1285;696;1;;;;;;;;;;;;;;;;;;;;;
1764602262296;1293;676;1;;;;;;;;;;;;;;;;;;;;;
1764602262301;1300;657;1;;;;;;;;;;;;;;;;;;;;;
1764602262310;1305;635;1;;;;;;;;;;;;;;;;;;;;;
1764602262316;1310;618;1;;;;;;;;;;;;;;;;;;;;;
1764602262323;1314;600;1;;;;;;;;;;;;;;;;;;;;;
1764602262332;1318;588;1;;;;;;;;;;;;;;;;;;;;;
1764602262337;1321;577;1;;;;;;;;;;;;;;;;;;;;;
1764602262344;1323;567;1;;;;;;;;;;;;;;;;;;;;;
1764602262351;1325;557;1;;;;;;;;;;;;;;;;;;;;;
1764602262358;1326;551;1;;;;;;;;;;;;;;;;;;;;;
1764602262366;1327;544;1;;;;;;;;;;;;;;;;;;;;;
1764602262374;1328;538;1;;;;;;;;;;;;;;;;;;;;;
1764602262380;1329;534;1;;;;;;;;;;;;;;;;;;;;;
1764602262388;1330;528;1;;;;;;;;;;;;;;;;;;;;;
1764602262395;1331;524;1;;;;;;;;;;;;;;;;;;;;;
1764602262402;1332;519;1;;;;;;;;;;;;;;;;;;;;;
1764602262409;1332;514;1;;;;;;;;;;;;;;;;;;;;;
1764602262415;1333;510;1;;;;;;;;;;;;;;;;;;;;;
1764602262422;1333;505;1;;;;;;;;;;;;;;;;;;;;;
1764602262430;1334;500;1;;;;;;;;;;;;;;;;;;;;;
1764602262438;1335;495;1;;;;;;;;;;;;;;;;;;;;;
1764602262444;1335;490;1;;;;;;;;;;;;;;;;;;;;;
1764602262452;1335;485;1;;;;;;;;;;;;;;;;;;;;;
1764602262458;1335;480;1;;;;;;;;;;;;;;;;;;;;;
1764602262466;1335;475;1;;;;;;;;;;;;;;;;;;;;;
1764602262473;1336;471;1;;;;;;;;;;;;;;;;;;;;;
1764602262481;1336;466;1;;;;;;;;;;;;;;;;;;;;;
1764602262487;1336;463;1;;;;;;;;;;;;;;;;;;;;;
1764602262495;1336;459;1;;;;;;;;;;;;;;;;;;;;;
1764602262503;1336;456;1;;;;;;;;;;;;;;;;;;;;;
1764602262509;1336;453;1;;;;;;;;;;;;;;;;;;;;;
1764602262518;1336;451;1;;;;;;;;;;;;;;;;;;;;;
1764602262523;1336;449;1;;;;;;;;;;;;;;;;;;;;;
1764602262530;1336;447;1;;;;;;;;;;;;;;;;;;;;;
1764602262802;1333;438;1;;;;;;;;;;;;;;;;;;;;;
1764602262812;1330;425;1;;;;;;;;;;;;;;;;;;;;;
1764602262817;1325;413;1;;;;;;;;;;;;;;;;;;;;;
1764602262823;1322;404;1;;;;;;;;;;;;;;;;;;;;;
1764602262830;1318;394;1;;;;;;;;;;;;;;;;;;;;;
1764602262838;1314;384;1;;;;;;;;;;;;;;;;;;;;;
1764602262845;1309;377;1;;;;;;;;;;;;;;;;;;;;;
1764602262853;1305;370;1;;;;;;;;;;;;;;;;;;;;;
1764602262860;1301;363;1;;;;;;;;;;;;;;;;;;;;;
1764602262866;1297;359;1;;;;;;;;;;;;;;;;;;;;;
1764602262873;1295;355;1;;;;;;;;;;;;;;;;;;;;;
1764602262880;1291;350;1;;;;;;;;;;;;;;;;;;;;;
1764602262887;1288;347;1;;;;;;;;;;;;;;;;;;;;;
1764602262895;1286;345;1;;;;;;;;;;;;;;;;;;;;;
1764602262903;1284;341;1;;;;;;;;;;;;;;;;;;;;;
1764602262909;1282;339;1;;;;;;;;;;;;;;;;;;;;;
1764602262917;1279;336;1;;;;;;;;;;;;;;;;;;;;;
1764602262924;1277;332;1;;;;;;;;;;;;;;;;;;;;;
1764602262932;1273;328;1;;;;;;;;;;;;;;;;;;;;;
1764602262938;1271;325;1;;;;;;;;;;;;;;;;;;;;;
1764602262945;1268;323;1;;;;;;;;;;;;;;;;;;;;;
1764602262953;1266;319;1;;;;;;;;;;;;;;;;;;;;;
1764602262961;1263;317;1;;;;;;;;;;;;;;;;;;;;;
1764602262968;1261;313;1;;;;;;;;;;;;;;;;;;;;;
1764602262974;1258;311;1;;;;;;;;;;;;;;;;;;;;;
1764602262983;1256;309;1;;;;;;;;;;;;;;;;;;;;;
1764602262989;1255;307;1;;;;;;;;;;;;;;;;;;;;;
1764602262996;1253;305;1;;;;;;;;;;;;;;;;;;;;;
1764602263003;1252;303;1;;;;;;;;;;;;;;;;;;;;;
1764602263011;1250;301;1;;;;;;;;;;;;;;;;;;;;;
1764602263017;1249;300;1;;;;;;;;;;;;;;;;;;;;;
1764602263024;1247;299;1;;;;;;;;;;;;;;;;;;;;;
1764602263033;1246;297;1;;;;;;;;;;;;;;;;;;;;;
1764602263038;1245;295;1;;;;;;;;;;;;;;;;;;;;;
1764602263046;1244;294;1;;;;;;;;;;;;;;;;;;;;;
1764602263053;1242;291;1;;;;;;;;;;;;;;;;;;;;;
1764602263060;1241;290;1;;;;;;;;;;;;;;;;;;;;;
1764602263067;1239;288;1;;;;;;;;;;;;;;;;;;;;;
1764602263074;1239;285;1;;;;;;;;;;;;;;;;;;;;;
1764602263081;1237;282;1;;;;;;;;;;;;;;;;;;;;;
1764602263088;1236;280;1;;;;;;;;;;;;;;;;;;;;;
1764602263096;1234;277;1;;;;;;;;;;;;;;;;;;;;;
1764602263103;1232;275;1;;;;;;;;;;;;;;;;;;;;;
1764602263109;1229;271;1;;;;;;;;;;;;;;;;;;;;;
1764602263117;1227;268;1;;;;;;;;;;;;;;;;;;;;;
1764602263126;1225;264;1;;;;;;;;;;;;;;;;;;;;;
1764602263132;1222;261;1;;;;;;;;;;;;;;;;;;;;;
1764602263140;1220;257;1;;;;;;;;;;;;;;;;;;;;;
1764602263146;1217;255;1;;;;;;;;;;;;;;;;;;;;;
1764602263152;1215;250;1;;;;;;;;;;;;;;;;;;;;;
1764602263160;1211;248;1;;;;;;;;;;;;;;;;;;;;;
1764602263167;1208;244;1;;;;;;;;;;;;;;;;;;;;;
1764602263173;1206;241;1;;;;;;;;;;;;;;;;;;;;;
1764602263182;1204;238;1;;;;;;;;;;;;;;;;;;;;;
1764602263187;1201;235;1;;;;;;;;;;;;;;;;;;;;;
1764602263195;1199;233;1;;;;;;;;;;;;;;;;;;;;;
1764602263202;1197;229;1;;;;;;;;;;;;;;;;;;;;;
1764602263210;1195;227;1;;;;;;;;;;;;;;;;;;;;;
1764602263217;1193;226;1;;;;;;;;;;;;;;;;;;;;;
1764602263225;1191;223;1;;;;;;;;;;;;;;;;;;;;;
1764602263233;1189;221;1;;;;;;;;;;;;;;;;;;;;;
1764602263238;1188;219;1;;;;;;;;;;;;;;;;;;;;;
1764602263245;1186;217;1;;;;;;;;;;;;;;;;;;;;;
1764602263251;1184;215;1;;;;;;;;;;;;;;;;;;;;;
1764602263260;1182;213;1;;;;;;;;;;;;;;;;;;;;;
1764602263266;1180;211;1;;;;;;;;;;;;;;;;;;;;;
1764602263274;1178;208;1;;;;;;;;;;;;;;;;;;;;;
1764602263281;1176;206;1;;;;;;;;;;;;;;;;;;;;;
1764602263288;1173;204;1;;;;;;;;;;;;;;;;;;;;;
1764602263295;1171;200;1;;;;;;;;;;;;;;;;;;;;;
1764602263302;1169;198;1;;;;;;;;;;;;;;;;;;;;;
1764602263310;1166;196;1;;;;;;;;;;;;;;;;;;;;;
1764602263317;1164;192;1;;;;;;;;;;;;;;;;;;;;;
1764602263324;1161;190;1;;;;;;;;;;;;;;;;;;;;;
1764602263331;1159;186;1;;;;;;;;;;;;;;;;;;;;;
1764602263339;1156;184;1;;;;;;;;;;;;;;;;;;;;;
1764602263345;1154;181;1;;;;;;;;;;;;;;;;;;;;;
1764602263352;1151;178;1;;;;;;;;;;;;;;;;;;;;;
1764602263359;1150;176;1;;;;;;;;;;;;;;;;;;;;;
1764602263368;1148;174;1;;;;;;;;;;;;;;;;;;;;;
1764602263374;1146;171;1;;;;;;;;;;;;;;;;;;;;;
1764602263382;1143;169;1;;;;;;;;;;;;;;;;;;;;;
1764602263387;1140;167;1;;;;;;;;;;;;;;;;;;;;;
1764602263395;1137;163;1;;;;;;;;;;;;;;;;;;;;;
1764602263402;1133;160;1;;;;;;;;;;;;;;;;;;;;;
1764602263411;1129;158;1;;;;;;;;;;;;;;;;;;;;;
1764602263418;1125;155;1;;;;;;;;;;;;;;;;;;;;;
1764602263424;1120;152;1;;;;;;;;;;;;;;;;;;;;;
1764602263434;1117;149;1;;;;;;;;;;;;;;;;;;;;;
1764602263438;1114;148;1;;;;;;;;;;;;;;;;;;;;;
1764602263446;1110;146;1;;;;;;;;;;;;;;;;;;;;;
1764602263451;1107;145;1;;;;;;;;;;;;;;;;;;;;;
1764602263459;1105;143;1;;;;;;;;;;;;;;;;;;;;;
1764602263467;1103;142;1;;;;;;;;;;;;;;;;;;;;;
1764602263474;1101;142;1;;;;;;;;;;;;;;;;;;;;;
1764602263481;1100;141;1;;;;;;;;;;;;;;;;;;;;;
1764602263489;1099;140;1;;;;;;;;;;;;;;;;;;;;;
1764602263495;1097;140;1;;;;;;;;;;;;;;;;;;;;;
1764602263503;1096;139;1;;;;;;;;;;;;;;;;;;;;;
1764602263510;1094;138;1;;;;;;;;;;;;;;;;;;;;;
1764602263518;1091;137;1;;;;;;;;;;;;;;;;;;;;;
1764602263526;1089;137;1;;;;;;;;;;;;;;;;;;;;;
1764602263531;1087;135;1;;;;;;;;;;;;;;;;;;;;;
1764602263539;1084;134;1;;;;;;;;;;;;;;;;;;;;;
1764602263545;1081;133;1;;;;;;;;;;;;;;;;;;;;;
1764602263554;1078;132;1;;;;;;;;;;;;;;;;;;;;;
1764602263560;1073;130;1;;;;;;;;;;;;;;;;;;;;;
1764602263567;1070;129;1;;;;;;;;;;;;;;;;;;;;;
1764602263574;1067;128;1;;;;;;;;;;;;;;;;;;;;;
1764602263582;1064;128;1;;;;;;;;;;;;;;;;;;;;;
1764602263588;1062;127;1;;;;;;;;;;;;;;;;;;;;;
1764602263596;1060;126;1;;;;;;;;;;;;;;;;;;;;;
1764602263602;1059;126;1;;;;;;;;;;;;;;;;;;;;;
1764602263610;1057;125;1;;;;;;;;;;;;;;;;;;;;;
1764602263618;1054;123;1;;;;;;;;;;;;;;;;;;;;;
1764602263625;1052;123;1;;;;;;;;;;;;;;;;;;;;;
1764602263633;1050;122;1;;;;;;;;;;;;;;;;;;;;;
1764602263639;1048;121;1;;;;;;;;;;;;;;;;;;;;;
1764602263646;1044;120;1;;;;;;;;;;;;;;;;;;;;;
1764602263653;1040;120;1;;;;;;;;;;;;;;;;;;;;;
1764602263661;1037;119;1;;;;;;;;;;;;;;;;;;;;;
1764602263668;1034;119;1;;;;;;;;;;;;;;;;;;;;;
1764602263675;1031;118;1;;;;;;;;;;;;;;;;;;;;;
1764602263683;1028;117;1;;;;;;;;;;;;;;;;;;;;;
1764602263689;1025;117;1;;;;;;;;;;;;;;;;;;;;;
1764602263696;1021;117;1;;;;;;;;;;;;;;;;;;;;;
1764602263703;1018;117;1;;;;;;;;;;;;;;;;;;;;;
1764602263711;1015;117;1;;;;;;;;;;;;;;;;;;;;;
1764602263718;1012;117;1;;;;;;;;;;;;;;;;;;;;;
1764602263726;1009;117;1;;;;;;;;;;;;;;;;;;;;;
1764602263732;1005;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263740;1003;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263746;1000;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263753;997;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263760;993;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263768;990;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263774;987;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263782;984;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263788;981;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263796;979;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263804;975;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263809;972;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263817;969;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263825;966;116;1;;;;;;;;;;;;;;;;;;;;;
1764602263832;961;117;1;;;;;;;;;;;;;;;;;;;;;
1764602263839;958;118;1;;;;;;;;;;;;;;;;;;;;;
1764602263847;954;119;1;;;;;;;;;;;;;;;;;;;;;
1764602263853;951;120;1;;;;;;;;;;;;;;;;;;;;;
1764602263861;946;121;1;;;;;;;;;;;;;;;;;;;;;
1764602263868;943;122;1;;;;;;;;;;;;;;;;;;;;;
1764602263875;940;123;1;;;;;;;;;;;;;;;;;;;;;
1764602263883;937;124;1;;;;;;;;;;;;;;;;;;;;;
1764602263889;935;125;1;;;;;;;;;;;;;;;;;;;;;
1764602263897;933;126;1;;;;;;;;;;;;;;;;;;;;;
1764602263903;931;127;1;;;;;;;;;;;;;;;;;;;;;
1764602263911;929;128;1;;;;;;;;;;;;;;;;;;;;;
1764602263918;928;129;1;;;;;;;;;;;;;;;;;;;;;
1764602263926;927;129;1;;;;;;;;;;;;;;;;;;;;;
1764602263932;927;130;1;;;;;;;;;;;;;;;;;;;;;
1764602263940;926;130;1;;;;;;;;;;;;;;;;;;;;;
1764602263946;926;131;1;;;;;;;;;;;;;;;;;;;;;
1764602263961;925;132;1;;;;;;;;;;;;;;;;;;;;;
1764602263975;924;132;1;;;;;;;;;;;;;;;;;;;;;
1764602263983;924;133;1;;;;;;;;;;;;;;;;;;;;;
1764602264011;924;134;1;;;;;;;;;;;;;;;;;;;;;
1764602264018;923;134;1;;;;;;;;;;;;;;;;;;;;;
1764602264025;923;135;1;;;;;;;;;;;;;;;;;;;;;
1764602264033;922;136;1;;;;;;;;;;;;;;;;;;;;;
1764602264047;921;137;1;;;;;;;;;;;;;;;;;;;;;
1764602264054;920;137;1;;;;;;;;;;;;;;;;;;;;;
0;0;0;0;;;;;;;;;;;;;;;;;;;;;
1764602284928;915;138;1;;;;;;;;;;;;;;;;;;;;;
1764602284935;909;140;1;;;;;;;;;;;;;;;;;;;;;
